t,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
15984000,30318925.3,5706533.617,3.010975439e+10,4.689076541e+10,5.042260728e+10,-9.72560841e+10,-1.49123704e+11,-1.149258708e+10,-3.032588678e+10,2.235902136e+11,7.505425005e+11,2.062580607e+11,1.424667885e+12,1.545885987e+11,2.872931776e+12,1.088252307e+11,4.503157577e+12,8.742708863e+10
16070400,30627038.01,5767080.271,2.636274916e+10,4.893437411e+10,5.304887918e+10,-9.58277724e+10,-1.489256242e+11,-1.405821563e+10,-3.240497007e+10,2.232892145e+11,7.50242069e+11,2.07345893e+11,1.424577901e+12,1.554209842e+11,2.872909419e+12,1.094131939e+11,4.50314847e+12,8.789960873e+10
16156800,30936789.98,5827921.689,2.246363255e+10,5.069533646e+10,5.563515885e+10,-9.432716886e+10,-1.486834705e+11,-1.661968272e+10,-3.448125324e+10,2.229689512e+11,7.499400615e+11,2.084332894e+11,1.424487436e+12,1.562533175e+11,2.872886943e+12,1.100011526e+11,4.503139314e+12,8.837212787e+10
16243200,31248182.06,5889062.57,1.8433997e+10,5.216137107e+10,5.817947221e+10,-9.27553657e+10,-1.48397334e+11,-1.917623263e+10,-3.65545568e+10,2.226294489e+11,7.496364785e+11,2.095202477e+11,1.424396488e+12,1.570855984e+11,2.872864346e+12,1.105891066e+11,4.503130109e+12,8.884464606e+10
16329600,31561214.88,5950507.462,1.429656481e+10,5.332189304e+10,6.067987345e+10,-9.111350821e+10,-1.480673186e+11,-2.172711176e+10,-3.862470146e+10,2.222707348e+11,7.493313207e+11,2.106067657e+11,1.424305059e+12,1.579178265e+11,2.872841629e+12,1.111770561e+11,4.503120855e+12,8.931716329e+10
16416000,31875888.88,6012260.749,1.007504754e+10,5.416813787e+10,6.313444645e+10,-8.940279413e+10,-1.476935413e+11,-2.427156885e+10,-4.069150819e+10,2.218928378e+11,7.490245887e+11,2.116928409e+11,1.424213148e+12,1.587500016e+11,2.872818793e+12,1.11765001e+11,4.503111552e+12,8.978967956e+10
16502400,32192204.3,6074326.626,5793989158,5.469327264e+10,6.554130614e+10,-8.762447293e+10,-1.472761316e+11,-2.680885521e+10,-4.275479818e+10,2.214957883e+11,7.487162832e+11,2.127784713e+11,1.424120755e+12,1.595821234e+11,2.872795836e+12,1.123529412e+11,4.5031022e+12,9.026219485e+10
16588800,32510161.25,6136709.081,1478594290,5.489249206e+10,6.789859983e+10,-8.577984512e+10,-1.46815232e+11,-2.933822489e+10,-4.481439292e+10,2.210796184e+11,7.484064047e+11,2.138636543e+11,1.424027881e+12,1.604141916e+11,2.872772758e+12,1.129408767e+11,4.5030928e+12,9.073470917e+10
16675200,32829759.69,6199411.886,-2845456870,5.476309687e+10,7.020450863e+10,-8.38702615e+10,-1.463109973e+11,-3.185893496e+10,-4.687011417e+10,2.206443621e+11,7.48094954e+11,2.149483879e+11,1.423934525e+12,1.612462059e+11,2.872749561e+12,1.135288076e+11,4.50308335e+12,9.120722251e+10
16761600,33150999.5,6262438.582,-7152204691,5.430455267e+10,7.245724871e+10,-8.189712238e+10,-1.457635952e+11,-3.437024566e+10,-4.892178399e+10,2.201900549e+11,7.477819317e+11,2.160326696e+11,1.423840688e+12,1.620781661e+11,2.872726244e+12,1.141167337e+11,4.503073852e+12,9.167973486e+10
16848000,33473880.48,6325792.472,-1.141561487e+10,5.351852725e+10,7.465507266e+10,-7.986187675e+10,-1.451732059e+11,-3.687142065e+10,-5.096922477e+10,2.19716734e+11,7.474673385e+11,2.171164973e+11,1.423746369e+12,1.629100719e+11,2.872702806e+12,1.147046551e+11,4.503064304e+12,9.215224622e+10
16934400,33798402.4,6389476.618,-1.560978891e+10,5.240890506e+10,7.679627084e+10,-7.776602144e+10,-1.44540022e+11,-3.936172721e+10,-5.30122592e+10,2.192244383e+11,7.471511749e+11,2.181998686e+11,1.423651569e+12,1.63741923e+11,2.872679249e+12,1.152925717e+11,4.503054707e+12,9.262475658e+10
17020800,34124565.04,6453493.841,-1.970917731e+10,5.09817778e+10,7.88791726e+10,-7.561110026e+10,-1.438642484e+11,-4.184043643e+10,-5.505071037e+10,2.187132083e+11,7.468334418e+11,2.192827813e+11,1.423556287e+12,1.645737191e+11,2.872655571e+12,1.158804835e+11,4.503045062e+12,9.309726594e+10
17107200,34452368.19,6517846.724,-2.368879206e+10,4.924541072e+10,8.090214764e+10,-7.339870301e+10,-1.431461025e+11,-4.430682344e+10,-5.708440169e+10,2.181830864e+11,7.465141396e+11,2.20365233e+11,1.423460524e+12,1.6540546e+11,2.872631773e+12,1.164683905e+11,4.503035368e+12,9.35697743e+10
17193600,34781811.7,6582537.621,-2.752441522e+10,4.72101847e+10,8.286360721e+10,-7.113046462e+10,-1.423858138e+11,-4.676016758e+10,-5.911315698e+10,2.176341164e+11,7.461932691e+11,2.214472216e+11,1.423364279e+12,1.662371453e+11,2.872607855e+12,1.170562927e+11,4.503025624e+12,9.404228164e+10
17280000,35112895.52,6647568.666,-3.11928002e+10,4.488851473e+10,8.476200543e+10,-6.88080641e+10,-1.415836238e+11,-4.919975265e+10,-6.113680045e+10,2.170663438e+11,7.45870831e+11,2.225287447e+11,1.423267553e+12,1.670687748e+11,2.872583817e+12,1.1764419e+11,4.503015832e+12,9.451478797e+10
17366400,35445619.71,6712941.794,-3.467186252e+10,4.229474592e+10,8.659584044e+10,-6.64332235e+10,-1.407397861e+11,-5.162486706e+10,-6.315515673e+10,2.16479816e+11,7.455468259e+11,2.236098e+11,1.423170346e+12,1.679003483e+11,2.872559658e+12,1.182320824e+11,4.503005991e+12,9.498729327e+10
17452800,35779984.47,6778658.754,-3.794085716e+10,3.944502878e+10,8.836365571e+10,-6.400770694e+10,-1.398545665e+11,-5.403480404e+10,-6.516805086e+10,2.158745818e+11,7.452212545e+11,2.246903853e+11,1.423072657e+12,1.687318653e+11,2.87253538e+12,1.188199698e+11,4.5029961e+12,9.545979755e+10
17539200,36115990.2,6844721.134,-4.098053984e+10,3.635717588e+10,9.006404115e+10,-6.153331941e+10,-1.389282423e+11,-5.642886188e+10,-6.717530835e+10,2.152506918e+11,7.448941175e+11,2.257704983e+11,1.422974487e+12,1.695633257e+11,2.872510982e+12,1.194078524e+11,4.502986161e+12,9.59323008e+10
17625600,36453637.44,6911130.382,-4.377330989e+10,3.305050227e+10,9.169563433e+10,-5.901190574e+10,-1.379611027e+11,-5.880634405e+10,-6.917675516e+10,2.146081981e+11,7.445654156e+11,2.268501368e+11,1.422875837e+12,1.703947291e+11,2.872486463e+12,1.1999573e+11,4.502976173e+12,9.640480301e+10
17712000,36792926.97,6977887.837,-4.630333309e+10,2.954565271e+10,9.325712162e+10,-5.644534934e+10,-1.369534485e+11,-6.116655944e+10,-7.117221773e+10,2.139471546e+11,7.442351494e+11,2.279292984e+11,1.422776704e+12,1.712260754e+11,2.872461824e+12,1.205836026e+11,4.502966136e+12,9.687730417e+10
17798400,37133859.78,7044994.755,-4.855664308e+10,2.586441844e+10,9.474723932e+10,-5.383557109e+10,-1.359055921e+11,-6.350882253e+10,-7.3161523e+10,2.132676167e+11,7.439033197e+11,2.290079809e+11,1.422677091e+12,1.720573641e+11,2.872437065e+12,1.211714701e+11,4.50295605e+12,9.734980429e+10
17884800,37476437.08,7112452.334,-5.052122053e+10,2.202954684e+10,9.616477476e+10,-5.118452807e+10,-1.348178572e+11,-6.58324536e+10,-7.514449842e+10,2.125696417e+11,7.43569927e+11,2.30086182e+11,1.422576997e+12,1.728885951e+11,2.872412186e+12,1.217593327e+11,4.502945915e+12,9.782230336e+10
17971200,37820660.33,7180261.753,-5.218704998e+10,1.806454695e+10,9.75085674e+10,-4.849421229e+10,-1.33690579e+11,-6.813677888e+10,-7.712097196e+10,2.118532882e+11,7.432349723e+11,2.311638995e+11,1.422476421e+12,1.73719768e+11,2.872387187e+12,1.223471901e+11,4.502935731e+12,9.829480137e+10
18057600,38166531.23,7248424.192,-5.354615434e+10,1.399349391e+10,9.877750986e+10,-4.576664939e+10,-1.325241037e+11,-7.042113075e+10,-7.909077214e+10,2.111186166e+11,7.42898456e+11,2.322411311e+11,1.422375365e+12,1.745508827e+11,2.872362068e+12,1.229350425e+11,4.502925498e+12,9.876729832e+10
18144000,38514051.7,7316940.867,-5.4592608e+10,9840835299,9.997054895e+10,-4.300389731e+10,-1.313187887e+11,-7.268484792e+10,-8.105372802e+10,2.103656889e+11,7.42560379e+11,2.333178745e+11,1.422273827e+12,1.753819386e+11,2.872336829e+12,1.235228898e+11,4.502915216e+12,9.92397942e+10
18230400,38863223.91,7385813.059,-5.532252937e+10,5631201802,1.010866867e+11,-4.020804493e+10,-1.300750025e+11,-7.492727563e+10,-8.300966926e+10,2.095945687e+11,7.422207419e+11,2.343941274e+11,1.422171809e+12,1.762129357e+11,2.872311469e+12,1.241107319e+11,4.502904885e+12,9.9712289e+10
18316800,39214050.25,7455042.136,-5.573405452e+10,1389224767,1.021249812e+11,-3.738121067e+10,-1.287931241e+11,-7.714776575e+10,-8.495842609e+10,2.088053213e+11,7.418795455e+11,2.354698877e+11,1.42206931e+12,1.770438737e+11,2.87228599e+12,1.246985689e+11,4.502894505e+12,1.001847827e+11
